Rank,Year,Title,Genre,Year_Rank,Note,,,,,,,,,,,,,,,,,,,,
724,2013,Allegiant,Literature&Fiction,2013_24,,,,,,,,,,,,,,,,,,,,,
725,2013,And the Mountains Echoed,Literature&Fiction,2013_25,,,,,,,,,,,,,,,,,,,,,
726,2013,Humans of New York,Arts&Photography,2013_26,,,,,,,,,,,,,,,,,,,,,
727,2013,The Legend of Zelda: Hyrule Historia,Comics&GraphicNovels,2013_27,,,,,,,,,,,,,,,,,,,,,
728,2013,Doctor Sleep,Literature&Fiction,2013_28,,,,,,,,,,,,,,,,,,,,,
729,2013,Knock-Knock Jokes for Kids,Children'sBooks,2013_29,,,,,,,,,,,,,,,,,,,,,
730,2013,The Goldfinch (Pulitzer Prize for Fiction),Literature&Fiction,2013_30,,,,,,,,,,,,,,,,,,,,,
731,2013,The Four Agreements: A Practical Guide to…,Religion&Spirituality,2013_31,,,,,,,,,,,,,,,,,,,,,
732,2013,Gone Girl,Literature&Fiction,2013_32,,,,,,,,,,,,,,,,,,,,,
733,2013,George Washington's Secret Six: The Spy Ring…,History,2013_33,,,,,,,,,,,,,,,,,,,,,
734,2013,Quiet: The Power of Introverts in a World That…,Business&SelfHelp,2013_34,,,,,,,,,,,,,,,,,,,,,
735,2013,"Goodnight, Goodnight Construction Site…",Children'sBooks,2013_35,,,,,,,,,,,,,,,,,,,,,
736,2013,Sycamore Row (Jake Brigance),Literature&Fiction,2013_36,,,,,,,,,,,,,,,,,,,,,
737,2013,"Wheat Belly: Lose the Wheat, Lose the Weight,…","Cookbooks,Food&Wine",2013_37,,,,,,,,,,,,,,,,,,,,,
738,2013,The Pioneer Woman Cooks: A Year of Holidays:…,"Cookbooks,Food&Wine",2013_38,,,,,,,,,,,,,,,,,,,,,
739,2013,The Day the Crayons Quit,Children'sBooks,2013_39,,,,,,,,,,,,,,,,,,,,,
740,2013,"Happy, Happy, Happy: My Life and Legacy as the…",Biographies&Memoirs,2013_40,,,,,,,,,,,,,,,,,,,,,
741,2013,The Very Hungry Caterpillar,Children'sBooks,2013_41,,,,,,,,,,,,,,,,,,,,,
742,2013,Daring Greatly: How the Courage to Be…,Business&SelfHelp,2013_42,,,,,,,,,,,,,,,,,,,,,
743,2013,The 7 Habits of Highly Effective People:…,Business&SelfHelp,2013_43,,,,,,,,,,,,,,,,,,,,,
744,2013,Joyland (Hard Case Crime),Literature&Fiction,2013_44,,,,,,,,,,,,,,,,,,,,,
745,2013,Fifty Shades of Grey: Book One of the Fifty…,Literature&Fiction,2013_45,,,,,,,,,,,,,,,,,,,,,
746,2013,Soul Healing Miracles: Ancient and New Sacred…,Religion&Spirituality,2013_46,,,,,,,,,,,,,,,,,,,,,
747,2013,Shred: The Revolutionary Diet: 6 Weeks 4 Inches…,HealthFitness&Dieting,2013_47,,,,,,,,,,,,,,,,,,,,,
748,2013,"Hyperbole and a Half: Unfortunate Situations,…",Literature&Fiction,2013_48,,,,,,,,,,,,,,,,,,,,,
749,2013,To Kill a Mockingbird,Teen&Youngadult,2013_49,,,,,,,,,,,,,,,,,,,,,
750,2013,The Five Dysfunctions of a Team: A Leadership…,Business&SelfHelp,2013_50,,,,,,,,,,,,,,,,,,,,,
751,2013,"Unbroken: A World War II Story of Survival,…",History,2013_51,,,,,,,,,,,,,,,,,,,,,
752,2013,Ender's Game (The Ender Quintet),Literature&Fiction,2013_52,,,,,,,,,,,,,,,,,,,,,
753,2013,The Gifts of Imperfection: Let Go of Who You…,Religion&Spirituality,2013_53,,,,,,,,,,,,,,,,,,,,,
754,2013,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",Literature&Fiction,2013_54,,,,,,,,,,,,,,,,,,,,,
755,2013,What to Expect When You're Expecting,Parenting&Relationships,2013_55,,,,,,,,,,,,,,,,,,,,,
756,2013,America the Beautiful: Rediscovering What Made…,Politics&SocialSciences,2013_56,,,,,,,,,,,,,,,,,,,,,
757,2013,The Liberty Amendments: Restoring the…,Politics&SocialSciences,2013_57,,,,,,,,,,,,,,,,,,,,,
758,2013,ZEALOT: The Life and Times of Jesus of Nazareth,Religion&Spirituality,2013_58,,,,,,,,,,,,,,,,,,,,,
759,2013,The One and Only Ivan,Children'sBooks,2013_59,,,,,,,,,,,,,,,,,,,,,
760,2013,Good to Great: Why Some Companies Make the…,Business&SelfHelp,2013_60,,,,,,,,,,,,,,,,,,,,,
761,2013,SI-COLOGY 1: Tales and Wisdom from Duck…,Biographies&Memoirs,2013_61,,,,,,,,,,,,,,,,,,,,,
762,2013,"IT'S ALL GOOD: Delicious, Easy Recipes That Will…","Cookbooks,Food&Wine",2013_62,,,,,,,,,,,,,,,,,,,,,
763,2013,Outliers: The Story of Success,Business&SelfHelp,2013_63,,,,,,,,,,,,,,,,,,,,,
764,2013,Jerusalem: A Cookbook,"Cookbooks,Food&Wine",2013_64,,,,,,,,,,,,,,,,,,,,,
765,2013,"Becoming a Supple Leopard: Movement,…",HealthFitness&Dieting,2013_65,,,,,,,,,,,,,,,,,,,,,
766,2013,"Grain Brain: The Surprising Truth about Wheat,…",HealthFitness&Dieting,2013_66,,,,,,,,,,,,,,,,,,,,,
767,2013,Looking for Alaska,Literature&Fiction,2013_67,,,,,,,,,,,,,,,,,,,,,
768,2013,I Am Malala: The Girl Who Stood Up for…,Biographies&Memoirs,2013_68,,,,,,,,,,,,,,,,,,,,,
769,2013,Love You Forever,Children'sBooks,2013_69,,,,,,,,,,,,,,,,,,,,,
770,2013,The Perks of Being a Wallflower,Literature&Fiction,2013_70,,,,,,,,,,,,,,,,,,,,,
771,2013,Practical Paleo: A Customized Approach to…,"Cookbooks,Food&Wine",2013_71,,,,,,,,,,,,,,,,,,,,,
772,2013,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty…,Literature&Fiction,2013_72,,,,,,,,,,,,,,,,,,,,,
773,2013,"The FastDiet: Lose Weight, Stay Healthy, and Live…",HealthFitness&Dieting,2013_73,,,,,,,,,,,,,,,,,,,,,
774,2013,The Jesus Storybook Bible: Every Story Whispers…,Religion&Spirituality,2013_74,,,,,,,,,,,,,,,,,,,,,
775,2013,Divergent / Insurgent,Literature&Fiction,2013_75,,,,,,,,,,,,,,,,,,,,,
776,2013,How to Win Friends & Influence People,Business&SelfHelp,2013_76,,,,,,,,,,,,,,,,,,,,,
777,2013,"The Bully Pulpit: Theodore Roosevelt, William…",Politics&SocialSciences,2013_77,,,,,,,,,,,,,,,,,,,,,
778,2013,The Hunger Games (Book 1),Teen&Youngadult,2013_78,,,,,,,,,,,,,,,,,,,,,
779,2013,ObamaCare Survival Guide: The Affordable Care…,Reference,2013_79,,,,,,,,,,,,,,,,,,,,,
780,2013,The Harbinger: The Ancient Mystery that Holds…,Religion&Spirituality,2013_80,,,,,,,,,,,,,,,,,,,,,
781,2013,The Immortal Life of Henrietta Lacks,MedicalBooks,2013_81,,,,,,,,,,,,,,,,,,,,,
782,2013,Night (Night),Biographies&Memoirs,2013_82,,,,,,,,,,,,,,,,,,,,,
783,2013,Fifty Shades Darker,Literature&Fiction,2013_83,,,,,,,,,,,,,,,,,,,,,
784,2013,Eat to Live: The Amazing Nutrient-Rich Program…,HealthFitness&Dieting,2013_84,,,,,,,,,,,,,,,,,,,,,
785,2013,Forks Over Knives―The Cookbook: Over 300…,"Cookbooks,Food&Wine",2013_85,,,,,,,,,,,,,,,,,,,,,
786,2013,Fifty Shades Freed: Book Three of the Fifty…,Literature&Fiction,2013_86,,,,,,,,,,,,,,,,,,,,,
787,2013,The Alchemist,Literature&Fiction,2013_87,,,,,,,,,,,,,,,,,,,,,
788,2013,The Catcher in the Rye,Teen&Youngadult,2013_88,,,,,,,,,,,,,,,,,,,,,
789,2013,Mindset: The New Psychology of Success,Business&SelfHelp,2013_89,,,,,,,,,,,,,,,,,,,,,
790,2013,Wheat Belly Cookbook: 150 Recipes to Help You…,"Cookbooks,Food&Wine",2013_90,,,,,,,,,,,,,,,,,,,,,
791,2013,MyMathLab: Student Access Kit,Science&Math,2013_91,,,,,,,,,,,,,,,,,,,,,
792,2013,The Care and Keeping of You: The Body Book for…,Children'sBooks,2013_92,,,,,,,,,,,,,,,,,,,,,
793,2013,The Power of Habit: Why We Do What We Do in…,Business&SelfHelp,2013_93,,,,,,,,,,,,,,,,,,,,,
794,2013,The Reason I Jump: The Inner Voice of a Thirteen…,Biographies&Memoirs,2013_94,,,,,,,,,,,,,,,,,,,,,
795,2013,"Strengths Based Leadership: Great Leaders,…",Business&SelfHelp,2013_95,,,,,,,,,,,,,,,,,,,,,
796,2013,Kaplan GRE Premier 2014 with 6 Practice Tests:…,Reference,2013_96,,,,,,,,,,,,,,,,,,,,,
797,2013,The Longest Ride,Literature&Fiction,2013_97,,,,,,,,,,,,,,,,,,,,,
798,2013,Life Code: The New Rules for Winning in the Real…,Business&SelfHelp,2013_98,,,,,,,,,,,,,,,,,,,,,
799,2013,The Lego Ideas Book: Unlock Your Imagination,Children'sBooks,2013_99,,,,,,,,,,,,,,,,,,,,,
800,2013,"A Memory of Light (Wheel of Time, Book 14)…",Literature&Fiction,2013_100,,,,,,,,,,,,,,,,,,,,,
801,2012,Fifty Shades of Grey: Book One of the Fifty…,Literature&Fiction,2012_01,,,,,,,,,,,,,,,,,,,,,
802,2012,Fifty Shades Darker,Literature&Fiction,2012_02,,,,,,,,,,,,,,,,,,,,,
803,2012,Fifty Shades Freed: Book Three of the Fifty…,Literature&Fiction,2012_03,,,,,,,,,,,,,,,,,,,,,
804,2012,The Hunger Games (Book 1),Teen&Youngadult,2012_04,,,,,,,,,,,,,,,,,,,,,
805,2012,StrengthsFinder 2.0,Business&SelfHelp,2012_05,,,,,,,,,,,,,,,,,,,,,
806,2012,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty…,Literature&Fiction,2012_06,,,,,,,,,,,,,,,,,,,,,
807,2012,Catching Fire (The Hunger Games),Literature&Fiction,2012_07,,,,,,,,,,,,,,,,,,,,,
808,2012,Mockingjay (The Hunger Games),Literature&Fiction,2012_08,,,,,,,,,,,,,,,,,,,,,
809,2012,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Children'sBooks,2012_09,,,,,,,,,,,,,,,,,,,,,
810,2012,No Easy Day: The Autobiography of a Navy Seal:…,Biographies&Memoirs,2012_10,,,,,,,,,,,,,,,,,,,,,
811,2012,The Hunger Games Trilogy Boxed Set (1),Literature&Fiction,2012_11,,,,,,,,,,,,,,,,,,,,,
812,2012,Gone Girl,Literature&Fiction,2012_12,,,,,,,,,,,,,,,,,,,,,
813,2012,"The Mark of Athena (Heroes of Olympus, Book 3)",Children'sBooks,2012_13,,,,,,,,,,,,,,,,,,,,,
814,2012,The Official SAT Study Guide,Reference,2012_14,,,,,,,,,,,,,,,,,,,,,
815,2012,Game of Thrones Boxed Set: A Game of Thrones…,Literature&Fiction,2012_15,,,,,,,,,,,,,,,,,,,,,
816,2012,Killing Kennedy: The End of Camelot,Biographies&Memoirs,2012_16,,,,,,,,,,,,,,,,,,,,,
817,2012,Publication Manual of the American…,Reference,2012_17,,,,,,,,,,,,,,,,,,,,,
818,2012,Killing Lincoln: The Shocking Assassination that…,Biographies&Memoirs,2012_18,,,,,,,,,,,,,,,,,,,,,
819,2012,"Unbroken: A World War II Story of Survival,…",History,2012_19,,,,,,,,,,,,,,,,,,,,,
820,2012,Proof of Heaven: A Neurosurgeon's Journey into…,Religion&Spirituality,2012_20,,,,,,,,,,,,,,,,,,,,,
821,2012,The 5 Love Languages: The Secret to Love That…,Religion&Spirituality,2012_21,,,,,,,,,,,,,,,,,,,,,
822,2012,Barefoot Contessa Foolproof: Recipes You Can…,"Cookbooks,Food&Wine",2012_22,,,,,,,,,,,,,,,,,,,,,
823,2012,"Thinking, Fast and Slow",Business&SelfHelp,2012_23,,,,,,,,,,,,,,,,,,,,,
824,2012,The Casual Vacancy,Literature&Fiction,2012_24,,,,,,,,,,,,,,,,,,,,,
825,2012,The Harbinger: The Ancient Mystery that Holds…,Religion&Spirituality,2012_25,,,,,,,,,,,,,,,,,,,,,
826,2012,The Power of Habit: Why We Do What We Do in…,Business&SelfHelp,2012_26,,,,,,,,,,,,,,,,,,,,,
827,2012,Steve Jobs,Biographies&Memoirs,2012_27,,,,,,,,,,,,,,,,,,,,,
828,2012,"Wheat Belly: Lose the Wheat, Lose the Weight,…","Cookbooks,Food&Wine",2012_28,,,,,,,,,,,,,,,,,,,,,
829,2012,"Oh, the Places You'll Go!  ",Children'sBooks,2012_29,,,,,,,,,,,,,,,,,,,,,
830,2012,The 7 Habits of Highly Effective People:…,Business&SelfHelp,2012_30,,,,,,,,,,,,,,,,,,,,,
831,2012,The Five Dysfunctions of a Team: A Leadership…,Business&SelfHelp,2012_31,,,,,,,,,,,,,,,,,,,,,
832,2012,Quiet: The Power of Introverts in a World That…,Business&SelfHelp,2012_32,,,,,,,,,,,,,,,,,,,,,
833,2012,The Great Gatsby,Literature&Fiction,2012_33,,,,,,,,,,,,,,,,,,,,,
834,2012,The Racketeer,Literature&Fiction,2012_34,,,,,,,,,,,,,,,,,,,,,
835,2012,The Blood Sugar Solution: The UltraHealthy…,HealthFitness&Dieting,2012_35,,,,,,,,,,,,,,,,,,,,,
836,2012,"Goodnight, Goodnight Construction Site…",Children'sBooks,2012_36,,,,,,,,,,,,,,,,,,,,,
837,2012,The Immortal Life of Henrietta Lacks,MedicalBooks,2012_37,,,,,,,,,,,,,,,,,,,,,
838,2012,The Fault in Our Stars,Literature&Fiction,2012_38,,,,,,,,,,,,,,,,,,,,,
839,2012,"The Serpent's Shadow (The Kane Chronicles,…",Teen&Youngadult,2012_39,,,,,,,,,,,,,,,,,,,,,
840,2012,One Thousand Gifts: A Dare to Live Fully Right…,Religion&Spirituality,2012_40,,,,,,,,,,,,,,,,,,,,,
841,2012,Wild: From Lost to Found on the Pacific Crest Trail,Biographies&Memoirs,2012_41,,,,,,,,,,,,,,,,,,,,,
842,2012,Winter of the World: Book Two of the Century…,Literature&Fiction,2012_42,,,,,,,,,,,,,,,,,,,,,
843,2012,The Pioneer Woman Cooks: Food from My Frontier,"Cookbooks,Food&Wine",2012_43,,,,,,,,,,,,,,,,,,,,,
844,2012,The Lego Ideas Book: Unlock Your Imagination,Children'sBooks,2012_44,,,,,,,,,,,,,,,,,,,,,
845,2012,Heaven is for Real: A Little Boy's Astounding…,Religion&Spirituality,2012_45,,,,,,,,,,,,,,,,,,,,,
846,2012,Jesus Calling: Enjoying Peace in His Presence…,Religion&Spirituality,2012_46,,,,,,,,,,,,,,,,,,,,,
847,2012,Eat to Live: The Amazing Nutrient-Rich Program…,HealthFitness&Dieting,2012_47,,,,,,,,,,,,,,,,,,,,,
848,2012,Thomas Jefferson: The Art of Power,Biographies&Memoirs,2012_48,,,,,,,,,,,,,,,,,,,,,
849,2012,Good to Great: Why Some Companies Make the…,Business&SelfHelp,2012_49,,,,,,,,,,,,,,,,,,,,,
850,2012,The Amateur,Politics&SocialSciences,2012_50,,,,,,,,,,,,,,,,,,,,,
851,2012,The Smitten Kitchen Cookbook: Recipes and…,"Cookbooks,Food&Wine",2012_51,,,,,,,,,,,,,,,,,,,,,
852,2012,What to Expect When You're Expecting,Parenting&Relationships,2012_52,,,,,,,,,,,,,,,,,,,,,
853,2012,The Walking Dead: Compendium One,Literature&Fiction,2012_53,,,,,,,,,,,,,,,,,,,,,
854,2012,The Signal and the Noise: Why So Many…,Business&SelfHelp,2012_54,,,,,,,,,,,,,,,,,,,,,
855,2012,How to Tell If Your Cat Is Plotting to Kill You…,Literature&Fiction,2012_55,,,,,,,,,,,,,,,,,,,,,
856,2012,A Dance with Dragons (A Song of Ice and Fire),Literature&Fiction,2012_56,,,,,,,,,,,,,,,,,,,,,
857,2012,America Again: Re-becoming the Greatness We…,Politics&SocialSciences,2012_57,,,,,,,,,,,,,,,,,,,,,
858,2012,LEGO NINJAGO: Character Encyclopedia,Children'sBooks,2012_58,,,,,,,,,,,,,,,,,,,,,
859,2012,American Sniper: The Autobiography of the Most…,Biographies&Memoirs,2012_59,,,,,,,,,,,,,,,,,,,,,
860,2012,Outliers: The Story of Success,Business&SelfHelp,2012_60,,,,,,,,,,,,,,,,,,,,,
861,2012,Teach Like a Champion: 49 Techniques that Put…,Eduation&Teaching,2012_61,,,,,,,,,,,,,,,,,,,,,
862,2012,Bared to You,Literature&Fiction,2012_62,,,,,,,,,,,,,,,,,,,,,
863,2012,The Four Agreements: A Practical Guide to…,Religion&Spirituality,2012_63,,,,,,,,,,,,,,,,,,,,,
864,2012,"Strengths Based Leadership: Great Leaders,…",Business&SelfHelp,2012_64,,,,,,,,,,,,,,,,,,,,,
865,2012,The 17 Day Diet: A Doctor's Plan Designed for…,HealthFitness&Dieting,2012_65,,,,,,,,,,,,,,,,,,,,,
866,2012,Crazy Love: Overwhelmed by a Relentless God,Religion&Spirituality,2012_66,,,,,,,,,,,,,,,,,,,,,
867,2012,Go the F**k to Sleep,Literature&Fiction,2012_67,,,,,,,,,,,,,,,,,,,,,
868,2012,Bring Up the Bodies,Biographies&Memoirs,2012_68,,,,,,,,,,,,,,,,,,,,,
869,2012,"Great by Choice: Uncertainty, Chaos, and Luck…",Business&SelfHelp,2012_69,,,,,,,,,,,,,,,,,,,,,
870,2012,Eat to Live: The Amazing Nutrient-Rich Program…,HealthFitness&Dieting,2012_70,,,,,,,,,,,,,,,,,,,,,
871,2012,"Reflected in You (Crossfire, Book 2)",Literature&Fiction,2012_71,,,,,,,,,,,,,,,,,,,,,
872,2012,Who Moved My Cheese,Business&SelfHelp,2012_72,,,,,,,,,,,,,,,,,,,,,
873,2012,The Book Thief,Literature&Fiction,2012_73,,,,,,,,,,,,,,,,,,,,,
874,2012,A Guide to the Project Management Body of…,Business&SelfHelp,2012_74,,,,,,,,,,,,,,,,,,,,,
875,2012,"Behind the Beautiful Forevers: Life, Death, and…",History,2012_75,,,,,,,,,,,,,,,,,,,,,
876,2012,"Deadlocked (Sookie Stackhouse/True Blood,…",Literature&Fiction,2012_76,,,,,,,,,,,,,,,,,,,,,
877,2012,Crucial Conversations Tools for Talking When…,Business&SelfHelp,2012_77,,,,,,,,,,,,,,,,,,,,,
878,2012,Forks Over Knives: The Plant-Based Way to Health,"Cookbooks,Food&Wine",2012_78,,,,,,,,,,,,,,,,,,,,,
879,2012,The Jesus Storybook Bible: Every Story Whispers…,Religion&Spirituality,2012_79,,,,,,,,,,,,,,,,,,,,,
880,2012,Notorious Nineteen: A Stephanie Plum Novel,Literature&Fiction,2012_80,,,,,,,,,,,,,,,,,,,,,
881,2012,The 4-Hour Chef: The Simple Path to Cooking…,"Cookbooks,Food&Wine",2012_81,,,,,,,,,,,,,,,,,,,,,
882,2012,Cloud Atlas,Literature&Fiction,2012_82,,,,,,,,,,,,,,,,,,,,,
883,2012,The Alchemist,Literature&Fiction,2012_83,,,,,,,,,,,,,,,,,,,,,
884,2012,The Hunger Games,Literature&Fiction,2012_84,,,,,,,,,,,,,,,,,,,,,
885,2012,"Help, Thanks, Wow: The Three Essential Prayers",Religion&Spirituality,2012_85,,,,,,,,,,,,,,,,,,,,,
886,2012,Wonder,Children'sBooks,2012_86,,,,,,,,,,,,,,,,,,,,,
887,2012,"Stop Living In This Land, Go To The Everlasting…",#N/A,2012_87,Under50Review,,,,,,,,,,,,,,,,,,,,
888,2012,To Heaven and Back: A Doctor's Extraordinary…,Religion&Spirituality,2012_88,,,,,,,,,,,,,,,,,,,,,
889,2012,Forks Over Knives―The Cookbook: Over 300…,"Cookbooks,Food&Wine",2012_89,,,,,,,,,,,,,,,,,,,,,
890,2012,Catching Fire (Hunger Games),#N/A,2012_90,,,,,,,,,,,,,,,,,,,,,
891,2012,"A Memory of Light (Wheel of Time, Book 14)…",Literature&Fiction,2012_91,,,,,,,,,,,,,,,,,,,,,
892,2012,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Children'sBooks,2012_92,,,,,,,,,,,,,,,,,,,,,
893,2012,The 7 Habits of Highly Effective Teens: The…,Business&SelfHelp,2012_93,,,,,,,,,,,,,,,,,,,,,
894,2012,The Passage of Power: The Years of Lyndon…,History,2012_94,,,,,,,,,,,,,,,,,,,,,
895,2012,The Pioneer Woman Cooks: Recipes from an…,"Cookbooks,Food&Wine",2012_95,,,,,,,,,,,,,,,,,,,,,
896,2012,Divine Healing Hands: Experience Divine Power…,Religion&Spirituality,2012_96,,,,,,,,,,,,,,,,,,,,,
897,2012,The China Study: The Most Comprehensive Study…,HealthFitness&Dieting,2012_97,,,,,,,,,,,,,,,,,,,,,
898,2012,N/A,#N/A,2012_98,NoData,,,,,,,,,,,,,,,,,,,,
899,2012,The Meaning of Marriage: Facing the…,Religion&Spirituality,2012_99,,,,,,,,,,,,,,,,,,,,,
900,2012,Night (Night),Biographies&Memoirs,2012_100,,,,,,,,,,,,,,,,,,,,,
901,2011,Steve Jobs,Biographies&Memoirs,2011_01,,,,,,,,,,,,,,,,,,,,,
902,2011,Heaven is for Real: A Little Boy's Astounding…,Religion&Spirituality,2011_02,,,,,,,,,,,,,,,,,,,,,
903,2011,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Children'sBooks,2011_03,,,,,,,,,,,,,,,,,,,,,
904,2011,StrengthsFinder 2.0,Business&SelfHelp,2011_04,,,,,,,,,,,,,,,,,,,,,
905,2011,The Hunger Games (Book 1),Teen&Youngadult,2011_05,,,,,,,,,,,,,,,,,,,,,
906,2011,"Unbroken: A World War II Story of Survival,…",History,2011_06,,,,,,,,,,,,,,,,,,,,,
907,2011,Inheritance: Book IV (Inheritance Cycle),Teen&Youngadult,2011_07,,,,,,,,,,,,,,,,,,,,,
908,2011,Go the F**k to Sleep,Literature&Fiction,2011_08,,,,,,,,,,,,,,,,,,,,,
909,2011,Mockingjay (The Hunger Games),Literature&Fiction,2011_09,,,,,,,,,,,,,,,,,,,,,
910,2011,Game of Thrones Boxed Set: A Game of Thrones…,Literature&Fiction,2011_10,,,,,,,,,,,,,,,,,,,,,
911,2011,Catching Fire (The Hunger Games),Literature&Fiction,2011_11,,,,,,,,,,,,,,,,,,,,,
912,2011,The 17 Day Diet: A Doctor's Plan Designed for…,HealthFitness&Dieting,2011_12,,,,,,,,,,,,,,,,,,,,,
913,2011,A Dance with Dragons (A Song of Ice and Fire),Literature&Fiction,2011_13,,,,,,,,,,,,,,,,,,,,,
914,2011,"The Son of Neptune (Heroes of Olympus, Book 2)",Teen&Youngadult,2011_14,,,,,,,,,,,,,,,,,,,,,
915,2011,Killing Lincoln: The Shocking Assassination that…,Biographies&Memoirs,2011_15,,,,,,,,,,,,,,,,,,,,,
916,2011,Publication Manual of the American…,Reference,2011_16,,,,,,,,,,,,,,,,,,,,,
917,2011,The Help,Literature&Fiction,2011_17,,,,,,,,,,,,,,,,,,,,,
918,2011,The Immortal Life of Henrietta Lacks,MedicalBooks,2011_18,,,,,,,,,,,,,,,,,,,,,
919,2011,11/22/63,Literature&Fiction,2011_19,,,,,,,,,,,,,,,,,,,,,
920,2011,The Official SAT Study Guide,Reference,2011_20,,,,,,,,,,,,,,,,,,,,,
921,2011,Jesus Calling: Enjoying Peace in His Presence…,Religion&Spirituality,2011_21,,,,,,,,,,,,,,,,,,,,,
922,2011,The Hunger Games Trilogy Boxed Set (1),Literature&Fiction,2011_22,,,,,,,,,,,,,,,,,,,,,
923,2011,Cutting for Stone,Travel,2011_23,,,,,,,,,,,,,,,,,,,,,
924,2011,Tina Fey: Bossypants,Biographies&Memoirs,2011_24,,,,,,,,,,,,,,,,,,,,,
925,2011,The 4 Hour Body: An Uncommon Guide to Rapid…,HealthFitness&Dieting,2011_25,,,,,,,,,,,,,,,,,,,,,
926,2011,"In the Garden of Beasts: Love, Terror, and an…",Biographies&Memoirs,2011_26,,,,,,,,,,,,,,,,,,,,,
927,2011,The 5 Love Languages: The Secret to Love That…,Religion&Spirituality,2011_27,,,,,,,,,,,,,,,,,,,,,
928,2011,Crazy Love: Overwhelmed by a Relentless God,Religion&Spirituality,2011_28,,,,,,,,,,,,,,,,,,,,,
929,2011,A Stolen Life: A Memoir,Biographies&Memoirs,2011_29,,,,,,,,,,,,,,,,,,,,,
930,2011,The Girl Who Kicked the Hornet's Nest…,Literature&Fiction,2011_30,,,,,,,,,,,,,,,,,,,,,
931,2011,Water for Elephants,Literature&Fiction,2011_31,,,,,,,,,,,,,,,,,,,,,
932,2011,The Five Dysfunctions of a Team: A Leadership…,Business&SelfHelp,2011_32,,,,,,,,,,,,,,,,,,,,,
933,2011,The Lego Ideas Book: Unlock Your Imagination,Children'sBooks,2011_33,,,,,,,,,,,,,,,,,,,,,
934,2011,One Thousand Gifts: A Dare to Live Fully Right…,Religion&Spirituality,2011_34,,,,,,,,,,,,,,,,,,,,,
935,2011,The 7 Habits of Highly Effective People:…,Business&SelfHelp,2011_35,,,,,,,,,,,,,,,,,,,,,
936,2011,"The Dukan Diet: 2 Steps to Lose the Weight, 2…",HealthFitness&Dieting,2011_36,,,,,,,,,,,,,,,,,,,,,
937,2011,"The Throne of Fire (The Kane Chronicles, Book 2)",Literature&Fiction,2011_37,,,,,,,,,,,,,,,,,,,,,
938,2011,"Dead Reckoning (Sookie Stackhouse/True Blood,…",Literature&Fiction,2011_38,,,,,,,,,,,,,,,,,,,,,
939,2011,Good to Great: Why Some Companies Make the…,Business&SelfHelp,2011_39,,,,,,,,,,,,,,,,,,,,,
940,2011,The Litigators,Literature&Fiction,2011_40,,,,,,,,,,,,,,,,,,,,,
941,2011,"Love Wins: A Book About Heaven, Hell, and the…",Religion&Spirituality,2011_41,,,,,,,,,,,,,,,,,,,,,
942,2011,The Help,Literature&Fiction,2011_42,,,,,,,,,,,,,,,,,,,,,
943,2011,"Thinking, Fast and Slow",Business&SelfHelp,2011_43,,,,,,,,,,,,,,,,,,,,,
944,2011,The Paris Wife,Literature&Fiction,2011_44,,,,,,,,,,,,,,,,,,,,,
945,2011,Radical: Taking Back Your Faith from the…,Religion&Spirituality,2011_45,,,,,,,,,,,,,,,,,,,,,
946,2011,The Art of Racing in the Rain,Literature&Fiction,2011_46,,,,,,,,,,,,,,,,,,,,,
947,2011,Teach Like a Champion: 49 Techniques that Put…,Eduation&Teaching,2011_47,,,,,,,,,,,,,,,,,,,,,
948,2011,Eat to Live: The Amazing Nutrient-Rich Program…,HealthFitness&Dieting,2011_48,,,,,,,,,,,,,,,,,,,,,
949,2011,The China Study: The Most Comprehensive Study…,HealthFitness&Dieting,2011_49,,,,,,,,,,,,,,,,,,,,,
950,2011,What to Expect When You're Expecting,Parenting&Relationships,2011_50,,,,,,,,,,,,,,,,,,,,,
951,2011,The Best of Me,Literature&Fiction,2011_51,,,,,,,,,,,,,,,,,,,,,
952,2011,Jacqueline Kennedy: Historic Conversations on…,Biographies&Memoirs,2011_52,,,,,,,,,,,,,,,,,,,,,
953,2011,The Girl with the Dragon Tattoo (Millennium…,Literature&Fiction,2011_53,,,,,,,,,,,,,,,,,,,,,
954,2011,The Greater Journey: Americans in Paris,Biographies&Memoirs,2011_54,,,,,,,,,,,,,,,,,,,,,
955,2011,Switch: How to Change Things When Change Is…,Business&SelfHelp,2011_55,,,,,,,,,,,,,,,,,,,,,
956,2011,Every Thing On It,Children'sBooks,2011_56,,,,,,,,,,,,,,,,,,,,,
957,2011,Miss Peregrine's Home for Peculiar Children,Teen&Youngadult,2011_57,,,,,,,,,,,,,,,,,,,,,
958,2011,Moonwalking With Einstein: The Art and Science…,Business&SelfHelp,2011_58,,,,,,,,,,,,,,,,,,,,,
959,2011,The Great Gatsby,Literature&Fiction,2011_59,,,,,,,,,,,,,,,,,,,,,
960,2011,The Help,Literature&Fiction,2011_60,,,,,,,,,,,,,,,,,,,,,
